id,facility_name,num,street,city,state,zip,municipal,category_cd,description,p_code,fdo,bus_st_date,seat_count,noroom,sq_feet,status,placard_st,x,y,address
56934,Sewickley Speakeasy,17,Ohio River Blvd,Sewickley,PA,15143,Haysville,201,Restaurant with Liquor,1,1997-11-14,1997-11-14,87,,0,1,1,-80.1574215206338,40.5262412342238,17 Ohio River Blvd Sewickley PA 15143
56936,Best Buy #588,473,Clairton Blvd,Pittsburgh,PA,15236,West Mifflin,116,Chain Packaged Food Only,2,1997-11-06,1997-11-06,0,,200,1,1,-79.9446992832426,40.3348438069201,473 Clairton Blvd Pittsburgh PA 15236
56940,Rookies' Bar,3619,Brownsville Rd,Pittsburgh,PA,15227,Brentwood,201,Restaurant with Liquor,1,1997-11-12,1997-11-12,30,,0,1,1,-79.9752460248289,40.373358361954,3619 Brownsville Rd Pittsburgh PA 15227
56955,Big Lots #1228,1726,Pacific Avenue,Natrona Heights,PA,15065,Harrison,116,Chain Packaged Food Only,2,1997-11-17,1997-11-17,0,,1200,1,1,-79.7234377334689,40.6214704488916,1726 Pacific Avenue Natrona Heights PA 15065
56962,Forbes Ave Market,2005,Forbes  Avenue,Pittsburgh,PA,15219,Pittsburgh-101,113,Retail/Convenience Store,2,1997-11-14,1997-11-14,0,,645,7,1,-79.9774207724746,40.4374822772563,2005 Forbes  Avenue Pittsburgh PA 15219
56963,Casa D'Ice,1901,Lincoln Hwy,North Versailles,PA,15137,North Versailles,201,Restaurant with Liquor,1,1997-11-21,1997-11-21,16,,0,7,1,-79.778794803362,40.3678365774147,1901 Lincoln Hwy North Versailles PA 15137
56965,Burger King #11346,5940,University Blvd,Coraopolis,PA,15108,Moon,212,Chain Restaurant without Liquor,1,1997-11-21,1997-11-21,64,,0,1,1,-80.2180424098574,40.5219062399052,5940 University Blvd Coraopolis PA 15108
56970,Kuhn's Market #7,825,Beaver Grade Rd,Coraopolis,PA,15108,Moon,112,Chain Supermarket,1,1997-11-25,1997-11-25,0,,35000,1,1,,,825 Beaver Grade Rd Coraopolis PA 15108
56986,CVS / Pharmacy #5103,1721,Union Avenue,Natrona Heights,PA,15065,Harrison,116,Chain Packaged Food Only,2,1997-11-03,1997-11-03,0,,350,7,1,-79.7242248403532,40.6227756076826,1721 Union Avenue Natrona Heights PA 15065
56987,Toys R Us #9251,2001,Park Manor Boulevard,Pittsburgh,PA,15205,Robinson,116,Chain Packaged Food Only,2,1997-11-25,1997-11-25,0,,66,1,1,-80.1680878740133,40.451869614925,2001 Park Manor Boulevard Pittsburgh PA 15205
56996,Pitt Dining Cathedral Cafe Food Court,4200,5th  Avenue,Pittsburgh,PA,15213,Pittsburgh-104,405,University Food Service,0,1997-12-03,1997-12-03,222,,204,1,1,-79.9531933341068,40.4443022922361,4200 5th  Avenue Pittsburgh PA 15213
56998,East Allegheny Jr / Sr High Cafeteria,1150,Jacks Run Rd,North Versailles,PA,15137,North Versailles,651,School Full Service Kitchen,9,1997-11-01,1997-11-01,0,,2400,1,1,-79.7869092473388,40.3656670237317,1150 Jacks Run Rd North Versailles PA 15137
56999,Kentucky Fried Chicken #59,4306,Ohio River  Boulevard,Pittsburgh,PA,15202,Bellevue,212,Chain Restaurant without Liquor,1,1997-12-01,1997-12-01,50,,0,1,1,-80.0566750656166,40.4884337819793,4306 Ohio River  Boulevard Pittsburgh PA 15202
57004,Starbucks Coffee  #776,4885,McKnight Road,Pittsburgh,PA,15237,Ross,212,Chain Restaurant without Liquor,1,1997-12-04,1997-12-04,70,,0,1,1,-80.0101515289865,40.5297047820576,4885 McKnight Road Pittsburgh PA 15237
57008,Loyal Order Of Moose #696,865,4th Ave,Coraopolis,PA,15108,Coraopolis,250,Social Club-Bar Only,1,1997-12-16,1997-12-16,150,,0,7,1,-80.1667756829864,40.5196907633004,865 4th Ave Coraopolis PA 15108
57026,Tomanetti Foods,631,Allegheny Avenue,Oakmont,PA,15139,Oakmont,172,Food Processor,1,1997-12-18,1997-12-18,0,,10000,7,1,-79.8430818805157,40.52105169771,631 Allegheny Avenue Oakmont PA 15139
57031,Extended Stay America #507,520,N Bell  Avenue,Carnegie,PA,15106,Carnegie,303,Rooming House with Guest food Service,1,1985-01-01,1985-01-01,0,116,0,1,1,-80.0885423462441,40.4173572834785,520 N Bell  Avenue Carnegie PA 15106
57039,Vicki's Place,901,Monroe  Avenue,Mc Keesport,PA,15133,Portvue,201,Restaurant with Liquor,1,1997-12-17,1997-12-17,30,,0,7,1,-79.8752440309506,40.3448485207909,901 Monroe  Avenue Mc Keesport PA 15133
57042,GNC #5306,,Caste Village Mall,Pittsburgh,PA,15236,Whitehall,116,Chain Packaged Food Only,2,1997-12-22,1997-12-22,0,,33,1,1,,,Caste Village Mall Pittsburgh PA 15236
57044,GNC #5307,28,Federal Dr,Pittsburgh,PA,15235,Penn Hills,116,Chain Packaged Food Only,2,1997-12-22,1997-12-22,0,,500,1,1,-79.8272652833375,40.4630605382474,28 Federal Dr Pittsburgh PA 15235
57061,Kwik Fill #239 S0001,152,McGovern Blvd,Glenwillard,PA,15046,Crescent,114,Chain Retail/Convenience Store,2,1998-01-06,1998-01-06,0,,690,1,1,-80.2277673451377,40.5636988887968,152 McGovern Blvd Glenwillard PA 15046
57066,Rossi's Market,64,Forest Grove Rd,Coraopolis,PA,15108,Robinson,113,Retail/Convenience Store,1,1998-01-07,1998-01-07,0,,1224,7,1,-80.130747818355,40.4811813365578,64 Forest Grove Rd Coraopolis PA 15108
57067,Cantley's Night Life,609,W Main St,Carnegie,PA,15106,Carnegie,201,Restaurant with Liquor,1,1997-01-08,1997-01-08,48,,0,1,1,-80.0945018484022,40.4020188214893,609 W Main St Carnegie PA 15106
57084,India Garden,3813,Wm Penn Hwy,Monroeville,PA,15146,Monroeville,211,Restaurant without Liquor,0,1998-01-20,1998-01-20,120,,0,1,1,-79.7828257648345,40.437726661382,3813 Wm Penn Hwy Monroeville PA 15146
57085,Schwebel Bakery Outlet,4848,Wm Flynn Hwy  Unit  5,Allison Park,PA,15101,Hampton,118,Chain Bakery,2,1998-01-14,1998-01-14,0,,4908,1,1,,,4848 Wm Flynn Hwy  Unit  5 Allison Park PA 15101
57092,Plum Health Depot,920,Presque Isle Plaza Dr,Pittsburgh,PA,15239,Plum,115,Packaged Food Only,2,1998-01-14,1998-01-14,0,,930,7,1,,,920 Presque Isle Plaza Dr Pittsburgh PA 15239
57100,Coraopolis Fast Stop,879,4th Ave,Coraopolis,PA,15108,Coraopolis,113,Retail/Convenience Store,1,1998-01-22,1998-01-22,0,,1620,1,1,-80.1662954632503,40.5197437892013,879 4th Ave Coraopolis PA 15108
57105,Christ Lutheran Day Care,400,Barclay Avenue,Pittsburgh,PA,15221,Forest Hills,403,Child Food Service,1,1998-01-23,1998-01-23,0,,300,7,1,-79.8448710435188,40.4224821810138,400 Barclay Avenue Pittsburgh PA 15221
57107,Anthony Jr's Pizza & Deli,1024,5th,Coraopolis,PA,15108,Coraopolis,201,Restaurant with Liquor,0,1998-01-22,1998-01-22,215,,0,1,1,,,1024 5th Coraopolis PA 15108
57124,GNC #5348,2,PPG Pl,Pittsburgh,PA,15222,Pittsburgh-101,116,Chain Packaged Food Only,2,1998-02-02,1998-02-02,0,,940,7,1,-80.0033349982865,40.44046794847,2 PPG Pl Pittsburgh PA 15222
57125,Royal Oak School,4413,Mt Royal Blvd,Allison Park,PA,15101,Hampton,651,School Full Service Kitchen,9,1998-01-30,1998-01-30,0,,500,1,1,,,4413 Mt Royal Blvd Allison Park PA 15101
57126,Rite Aid Pharmacies #10936,519,Penn Avenue,Pittsburgh,PA,15222,Pittsburgh-102,116,Chain Packaged Food Only,2,1998-01-30,1998-01-30,0,,1000,1,1,-80.0034346849373,40.4425763767685,519 Penn Avenue Pittsburgh PA 15222
57127,GNC #5347,530,Smithfield Street,Pittsburgh,PA,15222,Pittsburgh-102,116,Chain Packaged Food Only,2,1998-02-02,1998-02-02,0,,1129,1,1,-79.9979010526658,40.440917691837,530 Smithfield Street Pittsburgh PA 15222
57140,Partyline Catering / Bakery & Deli,2872,Custer Ave,Pittsburgh,PA,15227,Baldwin Boro,100,Caterer,0,1998-02-06,1998-02-06,0,,3360,1,1,-79.9704568218412,40.3941532127758,2872 Custer Ave Pittsburgh PA 15227
57157,Metz & Assoc Ltd,316,Station Street,Bridgeville,PA,15017,Bridgeville,120,Commissary,1,1998-02-12,1998-02-12,0,,4372,1,1,-80.1136818417962,40.3585971119493,316 Station Street Bridgeville PA 15017
57158,Orient Kitchen,4808,Baum Blvd,Pittsburgh,PA,15213,Pittsburgh-108,201,Restaurant with Liquor,0,1998-02-19,1998-02-19,128,,0,1,1,-79.9470729736789,40.4542184468114,4808 Baum Blvd Pittsburgh PA 15213
57159,The Inn on Negley,703,Negley Avenue,Pittsburgh,PA,15232,Pittsburgh-107,306,Traditional Boarding Home,0,1985-01-01,1985-01-01,0,8,0,1,1,,,703 Negley Avenue Pittsburgh PA 15232
57160,Bruegger's Bagel Bakery,5217,Clairton Blvd,Pittsburgh,PA,15236,Baldwin Boro,212,Chain Restaurant without Liquor,1,1998-02-19,1998-02-19,62,,0,1,1,-79.9709622145689,40.3441928994513,5217 Clairton Blvd Pittsburgh PA 15236
57161,Rite Aid Pharmacies #1370,725,Lysle Blvd,Mc Keesport,PA,15132,McKeesport,116,Chain Packaged Food Only,2,1998-02-18,1998-02-18,0,,800,1,1,-79.8573958567827,40.3525412308716,725 Lysle Blvd Mc Keesport PA 15132
57171,Autumn Commons,1050,Grant Avenue,Duquesne,PA,15110,Duquesne,304,Personal Care Boarding Home,1,1985-01-01,1985-01-01,0,10,0,1,1,-79.8566042140256,40.3704056597406,1050 Grant Avenue Duquesne PA 15110
57173,Herschel Field Concession Stand / Elliott West-End Athletic Association,719,Herschel Street,Pittsburgh,PA,15220,Pittsburgh-120,401,Adult Food Service,1,1998-02-20,1998-02-20,0,,600,1,1,-80.0439025832751,40.4402961118958,719 Herschel Street Pittsburgh PA 15220
57175,Family Dollar #3340,14,Creighton Russellton  Road,Russellton,PA,15076,West Deer,116,Chain Packaged Food Only,2,1998-02-23,1998-02-23,0,,432,1,1,,,14 Creighton Russellton  Road Russellton PA 15076
57180,AGH Suburban Campus Gift Shop,100,S Jackson St,Pittsburgh,PA,15202,Bellevue,413,"Hospital, Gov, University (limited)",1,1998-02-23,1998-02-23,15,,0,1,1,,,100 S Jackson St Pittsburgh PA 15202
57181,Art's Tavern,2852,Penn Avenue,Pittsburgh,PA,15222,Pittsburgh-106,201,Restaurant with Liquor,1,1998-03-02,1998-03-02,3,,0,1,1,-79.9741375256706,40.4576457929202,2852 Penn Avenue Pittsburgh PA 15222
57184,Bruegger's Bagel Bakery,1801,E Carson St,Pittsburgh,PA,15203,Pittsburgh-117,212,Chain Restaurant without Liquor,1,1998-02-25,1998-02-25,46,,0,1,1,-79.9803290670353,40.4289519979417,1801 E Carson St Pittsburgh PA 15203
57188,Grand View,1000,Clubhouse Drive,Braddock,PA,15104,North Braddock,201,Restaurant with Liquor,0,1998-02-25,1998-02-25,212,,0,1,1,-79.8558418925433,40.4033035549822,1000 Clubhouse Drive Braddock PA 15104
57189,Grandview Mobile,1000,Clubhouse Dr,Braddock,PA,15104,North Braddock,119,Mobile,2,1998-02-25,1998-02-25,0,,1,1,1,-79.8558418925433,40.4033035549822,1000 Clubhouse Dr Braddock PA 15104
57192,Rite Aid Pharmacies #04965,201,Grace Street,Pittsburgh,PA,15211,Pittsburgh-119,116,Chain Packaged Food Only,2,1998-03-02,1998-03-02,0,,116,1,1,,,201 Grace Street Pittsburgh PA 15211
57199,Pitt Dining Litchfield Tower (A) / Market Central & ToGo,3990,5th Avenue,Pittsburgh,PA,15213,Pittsburgh-104,405,University Food Service,0,1997-08-01,1997-08-01,1000,,51616,1,1,-79.9565143995301,40.4425456231761,3990 5th Avenue Pittsburgh PA 15213
57200,Pitt Dining William Pitt Union / Schenley Cafe Food Court,3959,Forbes  Avenue,Pittsburgh,PA,15213,Pittsburgh-104,405,University Food Service,1,1997-08-10,1997-08-10,0,,9372,1,1,,,3959 Forbes  Avenue Pittsburgh PA 15213
57203,Jose & Tony's,1573,McFarland  Road,Pittsburgh,PA,15216,Mt Lebanon,201,Restaurant with Liquor,1,1998-03-06,1998-03-06,45,,0,1,1,-80.0459134914523,40.3930829111217,1573 McFarland  Road Pittsburgh PA 15216
57206,Wendy's Old Fashioned Hamburgers #9,502,Liberty Ave,Pittsburgh,PA,15222,Pittsburgh-101,212,Chain Restaurant without Liquor,1,1998-03-06,1998-03-06,140,,0,7,1,-80.0033651542049,40.4413169386561,502 Liberty Ave Pittsburgh PA 15222
57208,Vocelli Pizza,11745,Frankstown Rd,Pittsburgh,PA,15235,Penn Hills,212,Chain Restaurant without Liquor,1,1998-03-04,1998-03-04,0,,0,7,1,,,11745 Frankstown Rd Pittsburgh PA 15235
57212,Northmont Child Develop Ctr,8169,Perry Hwy,Pittsburgh,PA,15237,McCandless,403,Child Food Service,1,1998-03-09,1998-03-09,0,,90,1,1,-80.0395281840625,40.5559730445148,8169 Perry Hwy Pittsburgh PA 15237
57213,Northmont UP Church,8169,Perry Hwy,Pittsburgh,PA,15237,McCandless,407,Church Kitchen,1,1998-03-09,1998-03-09,0,,700,1,1,-80.0395281840625,40.5559730445148,8169 Perry Hwy Pittsburgh PA 15237
57214,Westin Hotel / Original Fish Market,1000,Penn Avenue,Pittsburgh,PA,15222,Pittsburgh-102,202,Chain Restaurant with Liquor,1,1998-12-01,1998-12-01,280,,0,7,1,-79.9948904353356,40.444219476223,1000 Penn Avenue Pittsburgh PA 15222
57221,Rite Aid Pharmacies #4783,5100,Library  Road,Bethel Park,PA,15102,Bethel Park,116,Chain Packaged Food Only,2,1998-03-13,1998-03-13,0,,391,1,1,-80.0266728771797,40.3380038185484,5100 Library  Road Bethel Park PA 15102
57242,Hampton Banquet Hall,5416,Wm Flynn Hwy,Gibsonia,PA,15044,Richland,203,Banquet Hall,1,1998-03-25,1998-03-25,150,,0,1,1,-79.9432700120783,40.621338943529,5416 Wm Flynn Hwy Gibsonia PA 15044
57245,Spades Catering,317,S Birmingham Avenue,Pittsburgh,PA,15202,Avalon,100,Caterer,1,1998-03-25,1998-03-25,0,,650,1,1,-80.0695717498038,40.5016096666321,317 S Birmingham Avenue Pittsburgh PA 15202
57247,New Outlook Academy,900,Agnew Road,Pittsburgh,PA,15227,Pittsburgh-131,307,Traditional Boarding Home/Fee Exempt,1,1985-01-01,1985-01-01,0,18,0,1,1,-79.9661893289657,40.4002390580831,900 Agnew Road Pittsburgh PA 15227
57252,Honey Bear/Spee-D Mart #223,2131,Ardmore Boulevard,Pittsburgh,PA,15221,Forest Hills,114,Chain Retail/Convenience Store,1,1998-04-01,1998-04-01,0,,1500,1,1,-79.8490534264847,40.4190426857043,2131 Ardmore Boulevard Pittsburgh PA 15221
57253,Dairy Queen #13614,400,Lebanon Rd,West Mifflin,PA,15122,West Mifflin,212,Chain Restaurant without Liquor,1,1998-07-31,1998-07-31,0,,0,1,1,-79.9260615083831,40.3459124879101,400 Lebanon Rd West Mifflin PA 15122
57266,Bethel Park Retirement Residence,2960,Bethel Church Road,Bethel Park,PA,15102,Bethel Park,306,Traditional Boarding Home,1,1985-01-01,1985-01-01,0,116,0,1,1,-80.0480070317317,40.3370693057453,2960 Bethel Church Road Bethel Park PA 15102
57275,Nico's Recovery Room,178,Pearl St,Pittsburgh,PA,15224,Pittsburgh-109,201,Restaurant with Liquor,1,1998-04-06,1998-04-06,52,,0,1,1,-79.9489339791628,40.4636835382071,178 Pearl St Pittsburgh PA 15224
57283,Mitchell's Homemade Ice Cream,4988,Middle Rd,Gibsonia,PA,15044,Hampton,211,Restaurant without Liquor,1,1998-04-08,1998-04-08,0,,0,7,1,-79.9258790518279,40.6053834993266,4988 Middle Rd Gibsonia PA 15044
57284,Garden of Eating,7900,Steubenville Pike,Imperial,PA,15126,North Fayette,201,Restaurant with Liquor,1,1998-04-02,1998-04-02,28,,0,1,1,-80.2275224371945,40.4403531847065,7900 Steubenville Pike Imperial PA 15126
57288,Shamrock Inn,917,Western Avenue,Pittsburgh,PA,15233,Pittsburgh-122,201,Restaurant with Liquor,1,1998-04-10,1998-04-10,30,,0,7,1,-80.0171376510719,40.4517390289756,917 Western Avenue Pittsburgh PA 15233
57289,Salvatore's Ltl Giant World Catering,5001,Curry Rd,Pittsburgh,PA,15236,Baldwin Boro,203,Banquet Hall,1,1998-04-17,1998-04-17,650,,3600,1,1,-79.9952886423822,40.3489863321117,5001 Curry Rd Pittsburgh PA 15236
57292,Floyd's Confectionery,10,River Avenue,Natrona Heights,PA,15065,Harrison,115,Packaged Food Only,2,1998-04-14,1998-04-14,0,,576,7,1,-79.7198136653745,40.6141955054099,10 River Avenue Natrona Heights PA 15065
57300,The City Deli At The Paragon,436,7th Avenue,Pittsburgh,PA,15222,Pittsburgh-102,211,Restaurant without Liquor,1,1998-03-17,1998-03-17,150,,0,7,1,-79.9955646737657,40.4421071992719,436 7th Avenue Pittsburgh PA 15222
57301,Starbucks Coffee  #778,730,Copeland Street,Pittsburgh,PA,15232,Pittsburgh-107,212,Chain Restaurant without Liquor,1,1998-04-23,1998-04-23,35,,0,1,1,-79.9350421665166,40.4510471706764,730 Copeland Street Pittsburgh PA 15232
57303,Atria's Restaurant & Tavern,110,Beverly Road,Pittsburgh,PA,15216,Mt Lebanon,202,Chain Restaurant with Liquor,0,1998-04-20,1998-04-20,145,,0,1,1,-80.0467449936902,40.3937023556393,110 Beverly Road Pittsburgh PA 15216
57306,Oakmont Hotel Restaurant,235,Allegheny Avenue,Oakmont,PA,15139,Oakmont,201,Restaurant with Liquor,1,1998-04-23,1998-04-23,30,,0,1,1,-79.8437330099159,40.5151313818944,235 Allegheny Avenue Oakmont PA 15139
57320,Federated Investors,1001,Liberty Avenue,Pittsburgh,PA,15222,Pittsburgh-102,211,Restaurant without Liquor,0,1998-04-29,1998-04-29,84,,0,7,1,-79.9939920078659,40.4445687795537,1001 Liberty Avenue Pittsburgh PA 15222
57321,AIU Clairton II Headstart,734,Miller Ave,Clairton,PA,15025,Clairton,403,Child Food Service,1,1998-04-29,1998-04-29,0,,40,1,1,-79.8837219243418,40.2889592921812,734 Miller Ave Clairton PA 15025
57337,Honey Bear / Spee-D Mart,209,3rd Street,Dravosburg,PA,15034,Dravosburg,114,Chain Retail/Convenience Store,1,1998-05-06,1998-05-06,0,,1800,1,1,-79.8916094999783,40.3491043400805,209 3rd Street Dravosburg PA 15034
57347,Rite Aid Pharmacies #1448,412,Broadway St,Coraopolis,PA,15108,Coraopolis,116,Chain Packaged Food Only,2,1998-05-06,1998-05-06,0,,1000,1,1,-80.161492851453,40.5168176486389,412 Broadway St Coraopolis PA 15108
57348,Greenock Elementary School Cafeteria,1101,Greenock - Buena Vista  Road,Mc Keesport,PA,15135,Elizabeth Township,653,School Satellite Kitchen,1,1998-05-06,1998-05-06,0,,9600,1,1,-79.8029039610346,40.3119923578578,1101 Greenock - Buena Vista  Road Mc Keesport PA 15135
57357,Sieb's Pub & Restaurant,3382,Babcock Boulevard,Pittsburgh,PA,15237,Ross,201,Restaurant with Liquor,1,1998-05-14,1998-05-14,76,,0,1,1,-80.0210446730722,40.5370415088121,3382 Babcock Boulevard Pittsburgh PA 15237
57370,Mercy Hospital 1847 Cafe,1400,Locust St,Pittsburgh,PA,15219,Pittsburgh-101,413,"Hospital, Gov, University (limited)",1,1998-05-11,1998-05-11,12,,0,1,1,-79.9854553810965,40.4360360096261,1400 Locust St Pittsburgh PA 15219
57371,Spagnolo Market,937,Ohio  Street,Glassport,PA,15045,Glassport,112,Chain Supermarket,0,1998-05-14,1998-05-14,0,,13500,7,1,,,937 Ohio  Street Glassport PA 15045
57376,River City Junction,242,Sandy Dr,Greenock,PA,15047,Elizabeth Township,211,Restaurant without Liquor,2,1998-05-14,1998-05-14,0,,0,1,1,-79.7920066736624,40.314685681518,242 Sandy Dr Greenock PA 15047
57396,Extended Stay Deluxe #2525,200,Chauvet Drive,Pittsburgh,PA,15275,North Fayette,303,Rooming House with Guest food Service,1,1985-01-01,1985-01-01,0,84,0,1,1,-80.1843282101875,40.4502482081544,200 Chauvet Drive Pittsburgh PA 15275
57419,Outback Steakhouse #3953,3000,Mosside Blvd,Monroeville,PA,15146,Monroeville,202,Chain Restaurant with Liquor,1,1998-06-05,1998-06-05,200,,0,1,1,-79.7593849138133,40.4383829296831,3000 Mosside Blvd Monroeville PA 15146
57467,Sheetz #253,251,Curry Hollow Rd,Pittsburgh,PA,15236,Pleasant Hills,114,Chain Retail/Convenience Store,1,1998-06-19,1998-06-19,0,,5000,1,1,-79.9707627834701,40.3361828067162,251 Curry Hollow Rd Pittsburgh PA 15236
57474,My Place,4113,Brownsville Rd,Library,PA,15129,South Park,201,Restaurant with Liquor,1,1998-06-22,1998-06-22,40,,0,1,1,-80.0214057959709,40.2864816994679,4113 Brownsville Rd Library PA 15129
57477,Buffalo Wild Wings Grill & Bar #21,480,Home Drive,Pittsburgh,PA,15275,North Fayette,202,Chain Restaurant with Liquor,1,1998-07-10,1998-07-10,180,,0,1,1,-80.1831281103116,40.451147546066,480 Home Drive Pittsburgh PA 15275
57478,First Step Recovery Homes,336,Penny Street,Mc Keesport,PA,15132,McKeesport,306,Traditional Boarding Home,1,1985-01-01,1985-01-01,0,9,0,1,1,-79.8628377585795,40.347852137175,336 Penny Street Mc Keesport PA 15132
57481,Wok & Grill,120,5th Avenue,Pittsburgh,PA,15222,Pittsburgh-102,211,Restaurant without Liquor,1,1998-06-24,1998-06-24,0,,0,1,1,-80.0034316647361,40.4418985932783,120 5th Avenue Pittsburgh PA 15222
57491,UPMC Montefiore Transitional Care Center 11th fl,200,Lothrop St / 11th Floor,Pittsburgh,PA,15213,Pittsburgh-104,308,Nursing Home,1,1985-01-01,1985-01-01,20,16,0,7,1,-79.9609253865864,40.4422390561539,200 Lothrop St / 11th Floor Pittsburgh PA 15213
57492,The Mighty Oak Barrel,939,3rd & Potomac Avenue,Oakmont,PA,15139,Oakmont,201,Restaurant with Liquor,1,1998-07-07,1998-07-07,34,,0,7,1,,,939 3rd & Potomac Avenue Oakmont PA 15139
57497,Regent Square Theatre,1035,S Braddock Ave,Pittsburgh,PA,15218,Edgewood,113,Retail/Convenience Store,2,1998-06-26,1998-06-26,0,,700,1,1,-79.8941394851062,40.4334665628104,1035 S Braddock Ave Pittsburgh PA 15218
57499,Super One Convience Store,2601,Braddock Avenue,Pittsburgh,PA,15218,Swissvale,113,Retail/Convenience Store,2,1998-07-09,1998-07-09,0,,392,1,1,,,2601 Braddock Avenue Pittsburgh PA 15218
57500,Vocelli Pizza #104,691,Clairton Blvd,Pittsburgh,PA,15236,Pleasant Hills,212,Chain Restaurant without Liquor,1,1998-07-09,1998-07-09,0,,0,1,1,-79.9446244835184,40.3290254812061,691 Clairton Blvd Pittsburgh PA 15236
57506,Dragon Chinese Cuisine,3360,Main St,Homestead,PA,15120,Munhall,211,Restaurant without Liquor,1,1998-07-08,1998-07-08,20,,0,7,1,-79.9029416932845,40.3867301094672,3360 Main St Homestead PA 15120
57508,Bellevue Pool Snack Bar,320,Bellevue Road,Pittsburgh,PA,15229,Ross,777,Seasonal/Pool Snack Bar,1,1998-06-29,1998-06-29,0,,0,1,1,,,320 Bellevue Road Pittsburgh PA 15229
57525,Si Senor,600,Grant Street,Pittsburgh,PA,15222,Pittsburgh-102,212,Chain Restaurant without Liquor,1,1998-07-02,1998-07-02,0,,0,7,1,-79.9948527436466,40.4413549999916,600 Grant Street Pittsburgh PA 15222
57526,Seivers Concessions French Fry #1 MFF4,141,Amsterdam  Road,Grove City,PA,16127,Out Of County,119,Mobile,1,1998-07-17,1998-07-17,0,,1,1,1,,,141 Amsterdam  Road Grove City PA 16127
57529,Seivers Concessions Lemon #3 MFF3,141,Amsterdam  Road,Grove City,PA,16127,Out Of County,119,Mobile,1,1998-07-17,1998-07-17,0,,1,1,1,,,141 Amsterdam  Road Grove City PA 16127
57541,ParMar Store #56,8197,McKnight Rd,Pittsburgh,PA,15237,McCandless,114,Chain Retail/Convenience Store,2,1998-07-23,1998-07-23,0,,1000,1,1,-80.0233699177005,40.5575035206764,8197 McKnight Rd Pittsburgh PA 15237
57542,Weinberg Village / Morris Center,200-300,JHF  Drive,Pittsburgh,PA,15217,Pittsburgh-115,313,Nursing Home/Personal Care Comb.,1,1985-01-01,1985-01-01,0,183,0,1,1,,,200-300 JHF  Drive Pittsburgh PA 15217
57552,Seivers Concessions Corn Dog Lemonade #1 MFF4,141,Amsterdam  Road,Grove City,PA,16127,Out Of County,119,Mobile,1,1998-07-30,1998-07-30,0,,1,1,1,,,141 Amsterdam  Road Grove City PA 16127
57555,Kane Regional Center Hospital / Scott,300,Kane Boulevard,Pittsburgh,PA,15243,Scott,309,Nursing Home/Fee Exempt,1,1985-01-01,1985-01-01,0,192,0,1,1,-80.0876377202401,40.374233799321,300 Kane Boulevard Pittsburgh PA 15243
57559,AMC South Hills Village 10,700,Fort Couch  Road,Pittsburgh,PA,15241,Bethel Park,114,Chain Retail/Convenience Store,1,1998-08-04,1998-08-04,0,,500,1,1,-80.0539838361796,40.3434129506195,700 Fort Couch  Road Pittsburgh PA 15241
57565,The Bagel Factory,5825,Ellsworth Avenue,Pittsburgh,PA,15232,Pittsburgh-107,212,Chain Restaurant without Liquor,1,1998-07-31,1998-07-31,25,,0,7,1,-79.9303027863058,40.456766442684,5825 Ellsworth Avenue Pittsburgh PA 15232
57568,Guckenheimer / Riverside Terrace,201,Isabella Street,Pittsburgh,PA,15212,Pittsburgh-122,211,Restaurant without Liquor,1,1998-08-05,1998-08-05,191,,0,7,1,-80.0011728682177,40.4477891602519,201 Isabella Street Pittsburgh PA 15212
57569,Isabella St Cafe / Guckenheimer Services,201,Isabella Street,Pittsburgh,PA,15212,Pittsburgh-122,211,Restaurant without Liquor,1,1998-08-05,1998-08-05,88,,0,7,1,-80.0011728682177,40.4477891602519,201 Isabella Street Pittsburgh PA 15212
57589,Dairy Queen Of Whitehall,2795,Sawmill Run Blvd,Pittsburgh,PA,15227,Whitehall,212,Chain Restaurant without Liquor,1,1998-08-10,1998-08-10,46,,0,7,1,,,2795 Sawmill Run Blvd Pittsburgh PA 15227
57591,First Step Recovery Homes,330,Penny Street,Mc Keesport,PA,15132,McKeesport,306,Traditional Boarding Home,1,1985-01-01,1985-01-01,0,4,0,1,1,-79.8630102009603,40.3478296150764,330 Penny Street Mc Keesport PA 15132
57592,White Oak Bowl Snack Bar,1220,Long Run Rd,Mc Keesport,PA,15131,White Oak,211,Restaurant without Liquor,1,1998-08-14,1998-08-14,40,,0,1,1,-79.8114785859851,40.3340001273912,1220 Long Run Rd Mc Keesport PA 15131
57593,Tender Care Learning Centers,2220,Swallow Hill Road,Pittsburgh,PA,15220,Scott,403,Child Food Service,1,1998-08-18,1998-08-18,0,,90,1,1,-80.0760264769415,40.3919147935156,2220 Swallow Hill Road Pittsburgh PA 15220
57600,Hot Shots South Park Saloon,4099,Brownsville  Road,Library,PA,15129,South Park,201,Restaurant with Liquor,1,1998-08-24,1998-08-24,50,,0,1,1,-80.0197992210501,40.286433432307,4099 Brownsville  Road Library PA 15129
57607,China Wok,1202,5th Ave,Pittsburgh,PA,15219,Pittsburgh-101,212,Chain Restaurant without Liquor,0,1998-08-24,1998-08-24,32,,0,1,1,-79.9887844367056,40.4384708575394,1202 5th Ave Pittsburgh PA 15219
57610,Supreme Pizza,4012,Butler St,Pittsburgh,PA,15201,Pittsburgh-109,211,Restaurant without Liquor,1,1998-08-24,1998-08-24,22,,0,1,1,-79.9616937151782,40.4689278107309,4012 Butler St Pittsburgh PA 15201
